Adjustment,Date,Company,ISIN
+,2019-09-23,Alstria Office,DE000A0LD2U1
+,2019-09-23,Altice EU,NL0011333752
-,2019-09-23,Axel Sprngr,DE0005501357
-,2019-09-23,Banco Com Port,PTBCP0AM0015
-,2019-09-23,BIC,FR0000120966
-,2019-09-23,DKSH Hldg,CH0126673539
-,2019-09-23,E.ON Verwaltungs,DE000A2AADD2
+,2019-09-23,Elia Group,BE0003822393
+,2019-09-23,Eventim,DE0005470306
+,2019-09-23,Immofinanz,AT0000A21KS2
-,2019-09-23,Jyske Bank,DK0010307958
-,2019-09-23,Koninklijke Bosk,NL0000852580
+,2019-09-23,Nexi,IT0005366767
-,2019-09-23,ROCKWOOL,DK0010219153
-,2019-08-19,BTG,GB0001001592
+,2019-08-19,Dialog UK,GB0059822006
+,2019-07-01,MONY Grp,GB00B1ZBKY84
-,2019-07-01,Rpc Group,GB0007197378
-,2019-07-01,Unilever,NL0000009355
+,2019-07-01,Unilever,NL0000388619
-,2019-06-24,1 1,DE0005545503
-,2019-06-24,Aareal Bank,DE000A37FT90
+,2019-06-24,Amplifon,IT0004056880
+,2019-06-24,Ashmore Group,GB00B132NW22
-,2019-06-24,Aurubis,DE0006766504
+,2019-06-24,Belimo Holding,CH1101098163
-,2019-06-24,DMGT,GB00BJQZC279
-,2019-06-24,FLSmidth,DK0010234467
+,2019-06-24,Grand City Prop,LU0775917882
+,2019-06-24,Greggs,GB00B63QSB39
-,2019-06-24,Imerys,FR0000120859
+,2019-06-24,Indutrade,SE0001515552
+,2019-06-24,Intl Group,JE00BYVQYS01
+,2019-06-24,JD Sports,GB00BM8Q5M07
-,2019-06-24,Kindred Group,SE0007871645
-,2019-06-24,Siltronic,DE000WAF3001
+,2019-06-24,Topdanmark,DK0060477503
-,2019-06-24,William Hill,GB0031698896
-,2019-04-29,Amer Sport,FI0009000285
-,2019-04-29,Gemalto NL,NL0000400653
+,2019-04-29,WDP,BE0974349814
+,2019-04-29,Worldline,FR0011981968
-,2019-04-11,Adevinta,NO0010843998
+,2019-04-10,Adevinta,NO0010843998
-,2019-04-10,Man,DE0005937007
+,2019-04-09,Alcon,CH0432492467
-,2019-04-05,Drilling Company,DK0061135753
+,2019-04-04,Drilling Company,DK0061135753
+,2019-04-02,AVEVA GROUP,GB00BBG9VN75
-,2019-04-02,JLT Group Hldg,GB0005203376
+,2019-03-18,3i Group,GB00B1YW4409
-,2019-03-18,Babcock Intl,GB0009697037
+,2019-03-18,Greene Kin,GB00B0HZP136
+,2019-03-18,Just Eat Takeawa,NL0012015705
-,2019-03-18,Metro Bank Hldg,GB00BMX3W479
-,2019-03-18,Software,DE000A2GS401
+,2019-01-07,Hera,IT0001250932
-,2019-01-07,Shire,JE00B2QKY057
-,2019-01-02,Barrick Gold Hol,GB00B01C3S32
+,2019-01-02,Casino,FR001400OKR3
-,2018-12-24,3i Group,GB00B1YW4409
-,2018-12-24,Indivior,GB00BN4HT335
+,2018-12-24,Interpump,IT0001078911
-,2018-12-24,Opmobility,FR0000124570
+,2018-12-24,PGNiG,PLPGNIG00014
+,2018-12-24,SalMar,NO0010310956
+,2018-12-24,Tomra Systems,NO0012470089
-,2018-12-24,Wacker Chemie,DE000WCH8881
+,2018-12-07,Knorr Bremse,DE000KBX1006
-,2018-12-07,Luxottica Group,IT0001479374
-,2018-11-05,NEX Group,GB00BZ02MH16
+,2018-11-05,Verbund,AT0000746409
+,2018-10-29,Linde,IE000S9YS762
-,2018-10-29,Linde DE,DE000A2E4L75
+,2018-10-15,JLT Group Hldg,GB0005203376
-,2018-10-15,Sky,GB0001411924
+,2018-09-24,AAK,SE0011337708
-,2018-09-24,Altice EU,NL0011333752
+,2018-09-24,Bank Polska Kasa,PLPEKAO00016
-,2018-09-24,BE Semiconductor,NL0012866412
+,2018-09-24,Bechtle,DE0005158703
-,2018-09-24,Billerud AB,SE0000862997
-,2018-09-24,BPER Banca,IT0000066123
+,2018-09-24,C Zeiss Meditec,DE0005313704
-,2018-09-24,Casino,FR001400OKR3
+,2018-09-24,CD Projekt,PLOPTTC00011
-,2018-09-24,CEZ,CZ0005112300
-,2018-09-24,Currys,GB00B4Y7R145
+,2018-09-24,DiaSorin,IT0003492391
-,2018-09-24,Dormakaba,CH0011795959
-,2018-09-24,Duerr,DE0005565204
+,2018-09-24,Evotec,DE0005664809
-,2018-09-24,Fresnillo,GB00B2QPKJ12
+,2018-09-24,Galenica,CH0360674466
-,2018-09-24,GAM Holdg,CH0102659627
+,2018-09-24,Hikma Pharma,GB00B0LCW083
-,2018-09-24,Intl Group,JE00BYVQYS01
-,2018-09-24,Intu Prop,GB0006834344
-,2018-09-24,Kaz Minerals,GB00B0HZPV38
+,2018-09-24,KGHM Polska,PLKGHM000017
-,2018-09-24,Komercni Banka,CZ0008019106
+,2018-09-24,LPP,PLLPP0000011
-,2018-09-24,Mediclinic Grp,GB00B8HX8Z88
-,2018-09-24,MONY Grp,GB00B1ZBKY84
+,2018-09-24,Nemtschek,DE0006452907
+,2018-09-24,Orlen,PLPKN0000018
+,2018-09-24,PKO BP,PLPKO0000016
-,2018-09-24,Playtch,IM00B7S9G985
+,2018-09-24,Puma DE,DE0006969603
+,2018-09-24,PZU,PLPZU0000011
+,2018-09-24,Santander BP,PLBZ00000044
+,2018-09-24,Sartorius Stedim,FR0013154002
-,2018-09-24,Schaeffler,DE000SHA0159
-,2018-09-24,Shaftesbury Cap,GB00B62G9D36
+,2018-09-24,Sofina,BE0003717312
-,2018-09-24,Sydbank,DK0010311471
-,2018-09-24,TP ICAP Group,JE00BMDZN391
+,2018-09-24,Tritax Big Box,GB00BG49KP99
+,2018-09-24,Unite,GB0006928617
+,2018-09-24,Valmet,FI4000074984
+,2018-09-10,Adyen,NL0012969182
-,2018-09-10,Rlx,NL0006144495
-,2018-06-27,Outokumpu,FI0009002422
+,2018-06-25,Quilter,GB00BNHSJN34
-,2018-06-19,Shaftesbury,GB0007990962
-,2018-06-18,Abertis,ES0111845014
+,2018-06-18,Alten,FR0000071946
+,2018-06-18,Argenx,NL0010832176
-,2018-06-18,Aryzta,CH0043238366
-,2018-06-18,AVEVA GROUP,GB00BBG9VN75
-,2018-06-18,Azimut,IT0003261697
-,2018-06-18,Bpost,BE0974268972
-,2018-06-18,BUWOG,AT00BUWOG001
+,2018-06-18,Capta,GB00B23K0M20
-,2018-06-18,Centamin,JE00B5TT1872
-,2018-06-18,DIA,ES0126775008
-,2018-06-18,Elior Grup,FR0011950732
+,2018-06-18,EVRAZ,GB00B71N6K86
+,2018-06-18,FLSmidth,DK0010234467
-,2018-06-18,Intrum,SE0000936478
+,2018-06-18,Kaz Minerals,GB00B0HZPV38
+,2018-06-18,MorphoSys,DE0006632003
+,2018-06-18,ROCKWOOL,DK0010219153
+,2018-06-18,Royal Unibrew,DK0060634707
+,2018-06-18,TAG,DE0008303504
+,2018-06-18,Tecan Group,CH0012100191
-,2018-06-18,UBM,JE00BD9WR069
-,2018-06-13,Ablynx,BE0003877942
+,2018-06-13,Epiroc,SE0015658109
+,2018-06-13,Siemens Health,DE000SHL1006
+,2018-06-06,Cineworld Grp,GB00B15FWH70
-,2018-06-06,TDC Holding,DK0060228559
+,2018-04-24,AVEVA GROUP,GB00BBG9VN75
-,2018-04-24,GKN,GB0030646508
+,2018-03-28,GAM Holdg,CH0102659627
-,2018-03-28,Ladbrokes Coral,GB00B0ZSH635
+,2018-03-23,Inmobiliaria Col,ES0139140174
-,2018-03-23,Zodiac Aero,FR0000125684
+,2018-03-19,Aker BP,NO0010345853
+,2018-03-19,Ambu,DK0060946788
+,2018-03-19,Bucher,CH0002432174
-,2018-03-19,Capta,GB00B23K0M20
+,2018-03-19,Dechra Pharms,GB0009633180
-,2018-03-19,Dialog UK,GB0059822006
+,2018-03-19,Dometic Grp,SE0007691613
-,2018-03-19,Greene Kin,GB00B0HZP136
+,2018-03-19,Grenke,DE000A161N30
+,2018-03-19,Hella,DE000A13SX22
-,2018-03-19,Ontex,BE0974276082
-,2018-03-19,Saga,GB00BMX64W89
-,2018-03-19,Stada Arzneimitt,DE0007251803
-,2018-03-19,Steinhoff Intln,NL0011375019
+,2018-03-05,Banco Com Port,PTBCP0AM0015
-,2018-03-05,Booker Group,GB00B01TND91
+,2018-02-13,Ablynx,BE0003877942
-,2018-02-13,Nets,DK0060745370
+,2018-01-15,Wacker Chemie,DE000WCH8881
-,2018-01-15,Worldpay Group,GB00BYYK2V80
-,2017-12-20,Paysafe Grp,GB0034264548
+,2017-12-20,VAT Grp,CH0311864901
-,2017-12-18,AA UK,GB00BMSKPJ95
+,2017-12-18,Altran Tech,FR0000034639
+,2017-12-18,BE Semiconductor,NL0012866412
+,2017-12-18,Delivery Hero,DE000A2E4K43
-,2017-12-18,Deutsche EurShop,DE0007480204
-,2017-12-18,Hikma Pharma,GB00B0LCW083
+,2017-12-18,Homeserve,GB00BYYTFB60
-,2017-12-18,JM,SE0000806994
+,2017-12-18,Konecranes,FI0009005870
-,2017-12-18,Linde DE,DE0006483001
+,2017-12-18,Linde DE,DE000A2E4L75
-,2017-12-18,Mediaset Espana,ES0152503035
-,2017-12-18,NCC,SE0000117970
+,2017-12-18,NMC Health,GB00B7FC0762
+,2017-12-18,Pirelli and C,IT0005278236
-,2017-12-18,PostNL,NL0009739416
+,2017-12-18,Remy Cointreau,FR0000130395
+,2017-12-18,Siltronic,DE000WAF3001
-,2017-12-18,UnipolSai Assicu,IT0004827447
-,2017-12-18,Vanquis Banking,GB00B1Z4ST84
-,2017-12-13,Arjo,SE0010468116
+,2017-12-07,Arjo,SE0010468116
-,2017-10-09,Altice Fr,FR0011594233
-,2017-10-09,Amec Foster,GB0000282623
+,2017-10-09,Aroundtown,LU1673108939
+,2017-10-09,Elis,FR0012435121
+,2017-09-18,1 1,DE0005545503
+,2017-09-18,AIB Group,IE00BF0L3536
+,2017-09-18,Air France KLM,FR001400J770
+,2017-09-18,ASR Nederland,NL0011872643
+,2017-09-18,Aurubis,DE0006766504
-,2017-09-18,Bilfinger,DE0005909006
-,2017-09-18,Dominos Piza Grp,GB00BYN59130
-,2017-09-18,Drax Group,GB00B1VNSX38
-,2017-09-18,MFE,NL0015001OJ9
-,2017-09-18,Petrofac,GB00B0H2K534
-,2017-09-18,QinetiQ Group,GB00B0WMWD03
+,2017-09-18,Spie,FR0012757854
-,2017-08-15,Abrdn Holdings,GB0000031285
+,2017-08-15,Cellulosa SCA,SE0000112724
-,2017-07-14,Ceconomy,DE0007257503
+,2017-07-13,METRO,DE000BFB0019
-,2017-07-04,Atkinsrealis WS,GB0000608009
+,2017-07-04,UDG Healthcare,IE0033024807
-,2017-06-20,Actelion,CH0010532478
+,2017-06-20,Sopra Steria Gr,FR0000050809
-,2017-06-19,FPC,SE0008374250
-,2017-06-19,Idorsia,CH0363463438
+,2017-06-19,Loomis,SE0014504817
-,2017-06-16,Cellulosa SCA,SE0000112724
+,2017-06-14,Idorsia,CH0363463438
-,2017-06-12,Banco Popular Es,ES0113790226
+,2017-06-12,bioMerieux,FR0013280286
+,2017-06-12,Essity,SE0009922164
+,2017-05-31,Signify,NL0011821392
-,2017-05-31,Syngenta CH,CH0011037469
+,2017-05-30,ConvaTec Group,GB00BD3VFW73
-,2017-05-30,Janus Henderson,JE00BYPZJM29
+,2017-04-13,Amundi,FR0004125920
-,2017-04-13,Delta Lloyd,NL0009294552
-,2017-04-04,Deutsche Boerse,DE000A2AA253
+,2017-04-04,Deutsche Boerse,DE0005810055
-,2017-03-20,Berendsen,GB00B0F99717
-,2017-03-20,Essentra,GB00B0744359
+,2017-03-20,FinecoBank,IT0000072170
-,2017-03-20,FirstGroup,GB0003452173
-,2017-03-20,Immofinanz,AT0000A21KS2
+,2017-03-20,Ladbrokes Coral,GB00B0ZSH635
+,2017-03-20,Metro Bank Hldg,GB00BMX3W479
+,2017-03-20,RS Group,GB0003096442
+,2017-03-20,Scout 24,DE000A12DM80
+,2017-03-20,SSP Group,GB00BGBN7C04
+,2017-03-20,TGS,NO0003078800
-,2017-03-20,Topdanmark,DK0060477503
+,2017-03-20,TP ICAP Group,JE00BMDZN391
-,2017-03-20,Ultra Elctrncs,GB0009123323
-,2017-03-20,Vantiva,FR0013505062
-,2017-03-20,Wereldhave,NL0000289213
-,2017-02-07,Uni Credit,IT0005239311
+,2017-02-06,Uni Credit,IT0005239311
-,2017-01-17,Technip,FR0000131708
+,2017-01-17,TechnipFMC,GB00BDSFG982
-,2017-01-02,Bipiemme,IT0000064482
+,2017-01-02,Outokumpu,FI0009002422
-,2016-12-19,Air France KLM,FR001400J770
+,2016-12-19,BUWOG,AT00BUWOG001
-,2016-12-19,Carillion,GB0007365546
+,2016-12-19,Cembra Money Bk,CH0225173167
+,2016-12-19,Delta Lloyd,NL0009294552
+,2016-12-19,E.ON Verwaltungs,DE000A2AADD2
+,2016-12-19,Galapagos,BE0003818359
-,2016-12-19,GAM Holdg,CH0102659627
-,2016-12-19,Grafton Grp,IE00B00MZ448
+,2016-12-19,Nets,DK0060745370
+,2016-12-19,NEX Group,GB00BZ02MH16
-,2016-12-19,Otis Mobility,ES0184933812
-,2016-12-19,Pagegroup,GB0030232317
+,2016-12-19,Simcorp,DK0060495240
+,2016-12-19,Storebrand ASA,NO0003053605
-,2016-12-19,TalkTalk Tel UK,GB00B4YCDF59
-,2016-12-19,Vistry Group,GB0001859296
-,2016-12-15,Nex Intl,GB0033872168
-,2016-11-08,OCI,NL0010558797
+,2016-11-07,Italgas,IT0005211237
-,2016-10-07,Heidelberg Ital,IT0001465159
+,2016-10-07,Melrose Inds,GB00BNGDN821
-,2016-10-05,Abi Sab Group,GB00BYZTBD95
+,2016-10-05,Software,DE000A2GS401
-,2016-09-19,Alpha Services,GRS015003007
-,2016-09-19,Banco Com Port,PTBCP0AM0015
+,2016-09-19,Centamin,JE00B5TT1872
-,2016-09-19,Eurobank Hldgs,GRS323003012
+,2016-09-19,H.Lundbeck,DK0010287234
+,2016-09-19,IMCD,NL0010801007
+,2016-09-19,Lundbergforetag,SE0000108847
+,2016-09-19,Moncler,IT0004965148
-,2016-09-19,Monte dei Paschi,IT0005508921
-,2016-09-19,OTE Telecom,GRS260333000
+,2016-09-19,Paysafe Grp,GB0034264548
+,2016-09-19,Schaeffler,DE000SHA0159
-,2016-09-19,Thomas Cook Grp,GB00B1VYCH82
-,2016-09-19,Unipol,IT0004810054
-,2016-09-13,Kuka,DE0006204407
+,2016-09-12,Uniper,DE000UNSE026
+,2016-09-05,Oersted,DK0060094928
-,2016-09-05,SVF Holdco,GB0000595859
-,2016-08-15,Deutsche Boerse,DE0005810055
+,2016-08-15,Deutsche Boerse,DE000A2AA253
+,2016-08-08,Indivior,GB00BN4HT335
-,2016-08-05,Meda,SE0000221723
+,2016-07-26,Kuka,DE0006204407
-,2016-07-25,Delhaize LeLion,BE0003562700
+,2016-06-27,A2A,IT0001233417
-,2016-06-27,Rexam,GB00BMHTPY25
+,2016-06-20,ABN Amro,NL0011540547
-,2016-06-20,Banca Sondrio,IT0000784196
-,2016-06-20,Elementis,GB0002418548
+,2016-06-20,Elior Grup,FR0011950732
+,2016-06-20,Entain,IM00B5VQMV65
+,2016-06-20,Fastighets,SE0017832488
-,2016-06-20,FLSmidth,DK0010234467
-,2016-06-20,Frasers Grp,GB00B1QH8P22
+,2016-06-20,Hochtief,DE0006070006
-,2016-06-20,Indivior,GB00BN4HT335
-,2016-06-20,Lancashire,BMG5361W1047
-,2016-06-20,OPAP,GRS419003009
+,2016-06-20,Saab,SE0021921269
+,2016-06-20,Saga,GB00BMX64W89
+,2016-06-20,Saipem,IT0005495657
-,2016-06-20,Stagecoach Grp,GB00B6YTLS95
-,2016-06-20,TGS,NO0003078800
-,2016-06-20,The Restaurant,GB00B0YG1K06
+,2016-06-20,VMUK,GB00BD6GN030
+,2016-06-20,Wienerberger,AT0000831706
-,2016-06-10,Bonava,SE0008091581
+,2016-06-07,Mediclinic Grp,GB00B8HX8Z88
-,2016-06-07,TNT Express,NL0009739424
+,2016-06-03,Bonava,SE0008091581
-,2016-05-16,C&W UK,GB00B5KKT968
+,2016-05-16,Solidcore Resour,JE00B6T5S470
+,2016-04-04,Ipsen,FR0010259150
-,2016-04-04,Kabel DE Hld,DE000KD88880
+,2016-04-01,Covestro,DE0006062144
-,2016-04-01,Enel Green Power,IT0004618465
-,2016-03-21,Ashmore Group,GB00B132NW22
+,2016-03-21,Fabege,SE0011166974
+,2016-03-21,Heidelberg Ital,IT0001465159
-,2016-03-21,Melrose Inds,GB00BNGDN821
-,2016-03-21,MorphoSys,DE0006632003
+,2016-03-21,Ontex,BE0974276082
+,2016-03-21,Poste Italiane,IT0003796171
-,2016-03-21,Saipem,IT0005495657
+,2016-03-21,Sartorius,DE0007165631
-,2016-03-21,Seadrill BM,BMG7998G1069
-,2016-03-21,Sulzer,CH0038388911
+,2016-03-21,Worldpay Group,GB00BYYK2V80
-,2016-02-16,Alcatel Lucent,FR0000130007
+,2016-02-16,Opmobility,FR0000124570
-,2016-02-15,BG Grp,GB0008762899
+,2016-02-15,Steinhoff Intln,NL0011375019
-,2016-02-02,Betfair Group,GB00BSPL1J93
+,2016-02-02,Eurobank Hldgs,GRS323003012
+,2016-02-02,Euronext,NL0006294274
-,2016-02-02,Old Co 20,GB00B2988H17
-,2016-01-26,Saipem,IT0005160335
+,2016-01-25,Saipem,IT0005160335
+,2016-01-15,Alpha Services,GRS015003007
-,2016-01-15,Telecity Group,GB00B282YM11
-,2016-01-05,TF1,FR0000054900
+,2016-01-04,Ferrari,NL0011585146
-,2015-12-21,Delta Lloyd,NL0009294552
+,2015-12-21,Dominos Piza Grp,GB00BYN59130
+,2015-12-21,FPC,SE0008374250
-,2015-12-21,Home Retail Grp,GB00B19NKB76
+,2015-12-21,Kindred Group,SE0007871645
-,2015-12-21,Leoni,DE0005408884
+,2015-12-21,MONY Grp,GB00B1ZBKY84
-,2015-12-21,NBG,GRS003003035
+,2015-12-21,Nibe Industrier,SE0015988019
-,2015-12-21,Remy Cointreau,FR0000130395
-,2015-12-21,Serco Group,GB0007973794
+,2015-12-21,Temenos,CH0012453913
-,2015-12-21,Vallourec,FR0013506730
+,2015-12-21,Zalando,DE000ZAL1111
+,2015-11-11,Ubisoft Ent,FR0000054470
-,2015-11-10,Polyus Gold Intl,JE00B5WLXH36
+,2015-11-03,Cellnex Telecom,ES0105066007
-,2015-11-02,Pirelli and C,IT0004623051
-,2015-09-21,Abengoa,ES0105200002
+,2015-09-21,Auto Tradr,GB00BVYVFW23
+,2015-09-21,Dassault Avi,FR0014004L86
-,2015-09-21,Intl Prsnl Fin,GB00B1YKG049
-,2015-09-21,Modern Times,SE0018012494
-,2015-09-21,Outokumpu,FI0009002422
-,2015-09-21,Quadient,FR0000120560
+,2015-09-21,Recordati,IT0003828271
+,2015-09-21,Vantiva,FR0013505062
+,2015-09-21,Vistry Group,GB0001859296
-,2015-08-14,CSR,GB0034147388
+,2015-08-14,Unipol,IT0004810054
-,2015-08-11,Altice EU,NL0011333760
+,2015-08-10,Altice EU,NL0011333760
+,2015-08-10,Altice EU,NL0011333752
-,2015-08-10,Altice SA,LU1014539529
+,2015-07-16,Indivior,GB00BN4HT335
-,2015-07-16,Lafarge,FR0000120537
-,2015-07-01,Orange Prtcpns,GB00B5TMSP21
-,2015-07-01,Rlx,NL0006144495
+,2015-07-01,Rlx,NL0006144495
+,2015-07-01,Rpc Group,GB0007197378
+,2015-06-22,Aena SME,ES0105046009
-,2015-06-22,Alpha Services,GRS015003007
-,2015-06-22,AVEVA GROUP,GB00BBG9VN75
+,2015-06-22,B&M European,LU1072616219
-,2015-06-22,C&C Group,IE00B010DT83
-,2015-06-22,Genel Energy,JE00B55Q3P39
-,2015-06-22,Havas FR,FR0000121881
+,2015-06-22,Intl Group,JE00BYVQYS01
+,2015-06-22,Just Eat,GB00BKX5CN86
+,2015-06-22,Kion Grp,DE000KGX8881
-,2015-06-22,Ladbrokes Coral,GB00B0ZSH635
+,2015-06-22,Merlin Prop Soc,ES0105025003
-,2015-06-22,Mitie Group,GB0004657408
+,2015-06-22,Playtch,IM00B7S9G985
-,2015-06-22,RS Group,GB0003096442
-,2015-06-22,Storebrand ASA,NO0003053605
+,2015-06-22,Straumann,CH1175448666
+,2015-06-22,Sunrise CHE,CH0267291224
+,2015-06-22,Swedish Orphan B,SE0000872095
-,2015-06-22,VIG,AT0000908504
+,2015-06-19,Proximus,BE0003810273
-,2015-06-19,Proximus,BE0003810273
-,2015-06-02,Schibsted,NO0010736879
-,2015-06-01,Schibsted,NO0003028904
+,2015-06-01,Schibsted,NO0010736879
+,2015-06-01,Schibsted,NO0003028904
-,2015-05-27,South32,AU000000S320
-,2015-05-26,Monte dei Paschi,IT0005091993
+,2015-05-25,Monte dei Paschi,IT0005091993
+,2015-05-19,South32,AU000000S320
+,2015-05-01,Betfair Group,GB00BSPL1J93
-,2015-05-01,Catlin Group,BMG196F11004
+,2015-04-13,Aareal Bank,DE000A37FT90
-,2015-04-13,Friends Life,GG00B62W2327
+,2015-03-23,Beazley,GB00BYQ0JC66
+,2015-03-23,Duerr,DE0005565204
-,2015-03-23,Eurobank Hldgs,GRS323003012
+,2015-03-23,Forvia,FR0000121147
+,2015-03-23,Grafton Grp,IE00B00MZ448
-,2015-03-23,Harbour Energy,GB00BMBVGQ36
-,2015-03-23,Hunting,GB0004478896
-,2015-03-23,Ophir Energy,GB00B24CT194
-,2015-03-23,PiraeusFinHoldin,GRS014003032
-,2015-03-23,Rhoen Klinikum,DE0007042301
+,2015-03-23,The Restaurant,GB00B0YG1K06
+,2015-03-23,WH Smith,GB00B2PDGW16
+,2015-03-04,ams OSRAM,AT0000A3EPA4
-,2015-03-04,Nutreco,NL0010395208
+,2015-02-24,Genmab,DK0010272202
-,2015-02-20,Gagfah,LU0269583422
-,2015-02-11,TUI,DE000TUAG265
+,2015-01-14,Altice Fr,FR0011594233
-,2015-01-14,Corio NV,NL0000288967
+,2014-12-22,AA UK,GB00BMSKPJ95
-,2014-12-22,Afren,GB00B0672758
-,2014-12-22,Aker Solutions,NO0010716582
+,2014-12-22,BB Biotech,CH0038389992
-,2014-12-22,Capricorn Energy,GB00BNKT5L33
+,2014-12-22,CSR,GB0034147388
+,2014-12-22,Dialog UK,GB0059822006
-,2014-12-22,Fugro,NL00150003E1
+,2014-12-22,Gagfah,LU0269583422
+,2014-12-22,Mediaset Espana,ES0152503035
+,2014-12-22,Micro Focus Intl,GB00BJ1F4N75
+,2014-12-22,NN Group,NL0010773842
-,2014-12-22,PGS ASA,NO0010199151
-,2014-12-22,Ratos,SE0000111940
-,2014-12-22,Sky Deutschland,DE000SKYD000
-,2014-12-22,Telekom Austria,AT0000720008
+,2014-12-22,TUI,DE000TUAG265
-,2014-12-22,TUI,DE000TUAG505
+,2014-12-22,TUI,DE000TUAG505
+,2014-12-22,Vonovia,DE000A1ML7J1
-,2014-12-17,TUI Travel,GB00B1Z7RQ77
-,2014-11-28,UBS,CH0247704312
+,2014-11-28,UBS Group,CH0244767585
+,2014-11-24,UBS,CH0247704312
-,2014-11-24,UBS,CH0024899483
+,2014-11-12,Merlin Ent,GB00BDZT6P94
-,2014-11-12,VodafoneZiggo Em,NL0006294290
-,2014-10-03,Akastor,NO0010215684
+,2014-09-29,Aker Solutions,NO0010716582
+,2014-09-22,Abengoa,ES0105200002
+,2014-09-22,Bpost,BE0974268972
-,2014-09-22,Diebold DE,DE000A0CAYB2
-,2014-09-22,Ebro Foods,ES0112501012
+,2014-09-22,Eurobank Hldgs,GRS323003012
+,2014-09-22,Eurofins Scient,FR0014000MR3
+,2014-09-22,Iss DK,DK0060542181
-,2014-09-22,Metso,FI0009014575
+,2014-09-22,MorphoSys,DE0006632003
+,2014-09-22,Outokumpu,FI0009002422
-,2014-09-22,Pharol,PTPTC0AM0009
+,2014-09-22,Phoenix Grp,GB00BGXQNP29
-,2014-09-22,Sibanye Uk,GB00BYSRJ698
+,2014-09-22,Siemens Gamesa R,ES0143416115
-,2014-09-22,Software,DE000A2GS401
-,2014-09-22,Solidcore Resour,JE00B6T5S470
-,2014-09-22,Tod's,IT0003007728
-,2014-09-22,Viridien,FR001400PVN6
-,2014-08-07,B Espirito Santo,PTBES0AM0007
+,2014-08-07,Currys,GB00B4Y7R145
+,2014-08-07,NBG,GRS003003035
-,2014-08-06,Currys Retail,GB0000472455
+,2014-06-23,Alpha Services,GRS015003007
+,2014-06-23,Altice SA,LU1014539529
-,2014-06-23,Aurubis,DE0006766504
+,2014-06-23,Billerud AB,SE0000862997
+,2014-06-23,Emeis,FR001400NLM4
+,2014-06-23,Hexpol,SE0007074281
-,2014-06-23,Holmen,SE0011090018
-,2014-06-23,Hufvudstaden,SE0000170375
-,2014-06-23,Konecranes,FI0009005870
-,2014-06-23,Suedzucker,DE0007297004
+,2014-05-16,PiraeusFinHoldin,GRS014003032
-,2014-05-16,Scania,SE0000308280
-,2014-04-29,BUWOG,AT00BUWOG001
+,2014-04-28,BUWOG,AT00BUWOG001
+,2014-04-09,LEG Immobilien,DE000LEG1110
-,2014-04-09,OP Yrityspankki,FI0009003222
+,2014-03-24,Atkinsrealis WS,GB0000608009
-,2014-03-24,BCV Group,CH0531751755
-,2014-03-24,Coca Cola,CH0198251305
+,2014-03-24,Coca Cola,CH0198251305
-,2014-03-24,Debenhams,GB00B126KH97
+,2014-03-24,Frasers Grp,GB00B1QH8P22
-,2014-03-24,Hochtief,DE0006070006
+,2014-03-24,Huhtamaki,FI0009000459
-,2014-03-24,Kemira,FI0009004824
+,2014-03-24,Leoni,DE0005408884
+,2014-03-24,Logitech Intl,CH0025751329
-,2014-03-24,Lundbergforetag,SE0000108847
-,2014-03-24,McKesson Eu,DE000CLS1001
+,2014-03-24,Raiffeisen Intl,AT0000606306
+,2014-03-24,TUI,DE000TUAG505
+,2014-03-24,UnipolSai Assicu,IT0004827447
-,2014-03-24,Valiant Hldg,CH0014786500
-,2014-03-24,Vedanta Resource,GB0033277061
-,2014-03-11,Algeta,NO0010239437
+,2014-03-11,Intl Distributio,GB00BDVZYZ77
+,2014-01-16,Algeta,NO0010239437
-,2014-01-16,Invensys,GB00B979H674
-,2014-01-03,Valmet,FI4000074984
+,2014-01-02,Valmet,FI4000074984
-,2013-12-23,Aixtron,DE000A0WMPJ6
-,2013-12-23,bioMerieux,FR0013280286
-,2013-12-23,De La Rue,GB00B3DGH821
-,2013-12-23,Entain Hldg,GI000A0MV757
-,2013-12-23,GSW Immobilien,DE000GSW1111
+,2013-12-23,Hiscox,BMG4593F1389
+,2013-12-23,Lancashire,BMG5361W1047
+,2013-12-23,OCI,NL0010558797
+,2013-12-23,Orange Prtcpns,GB00B5TMSP21
+,2013-12-23,PostNL,NL0009739416
+,2013-12-23,TF1,FR0000054900
-,2013-12-23,YIT,FI0009800643
-,2013-12-18,Perrigo Corp,IE0003072950
+,2013-12-18,RTL Group,LU0061462528
+,2013-09-30,CNH Industrial,NL0010545661
-,2013-09-30,Fiat Indl,IT0004644743
-,2013-09-23,Acciona,ES0125220311
-,2013-09-23,Allreal Hldg,CH0008837566
+,2013-09-23,Azimut,IT0003261697
+,2013-09-23,Berendsen,GB00B0F99717
+,2013-09-23,CEZ,CZ0005112300
-,2013-09-23,Eurocom,NL0015000K93
+,2013-09-23,Evonik Inds,DE000EVNK013
+,2013-09-23,Genel Energy,JE00B55Q3P39
+,2013-09-23,ICA Gruppen,SE0000652216
+,2013-09-23,Intrum,SE0000936478
+,2013-09-23,Kingspan Group,IE0004927939
+,2013-09-23,Komercni Banka,CZ0008019106
-,2013-09-23,Maurel Prom,FR0000051070
-,2013-09-23,Mobimo Hldg,CH0011108872
-,2013-09-23,Oak 1753,NL0010157558
