Date,Company,ISIN,Rf (%)
2020-09-30,Power Assets Holdings Ltd,HK0006000050,0.1
2020-09-30,Henderson Land Development Co Ltd,HK0012000102,0.1
2020-09-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.1
2020-09-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.1
2020-09-30,Link Real Estate Investment Trust,HK0823032773,0.1
2020-09-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.1
2020-09-30,WH Group Ltd,KYG960071028,0.1
2020-09-30,China Mengniu Dairy Co Ltd,KYG210961051,0.1
2020-09-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.1
2020-09-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.1
2020-09-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.1
2020-09-30,Hang Lung Properties Ltd,HK0101000591,0.1
2020-09-30,Hengan International Group Company Ltd,KYG4402L1510,0.1
2020-09-30,New World Dev,HK0000608585,0.1
2020-09-30,CountryGarden,KYG245241032,0.1
2020-09-30,AAC Tech Hldg,KYG2953R1149,0.1
2020-09-30,BOCOM,CNE100000205,0.1
2020-09-30,Swire Pacific,HK0019000162,0.1
2020-10-30,Tencent Holdings Ltd,KYG875721634,0.09
2020-10-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.09
2020-10-30,Alibaba Group Holding Ltd,KYG017191142,0.09
2020-10-30,China Mobile Ltd,HK0941009539,0.09
2020-10-30,Bank of China Ltd,CNE1000001Z5,0.09
2020-10-30,China Construction Bank Corp,CNE1000002H1,0.09
2020-10-30,HSBC Holdings PLC,GB0005405286,0.09
2020-10-30,PetroChina Co Ltd,CNE1000003W8,0.09
2020-10-30,Xiaomi Corp,KYG9830T1067,0.09
2020-10-30,China Life Insurance Co Ltd,CNE1000002L3,0.09
2020-10-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.09
2020-10-30,CNOOC Ltd,HK0883013259,0.09
2020-10-30,China Petroleum & Chemical Corp,CNE1000002Q2,0.09
2020-10-30,AIA Group Ltd,HK0000069689,0.09
2020-10-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.09
2020-10-30,China Unicom Hong Kong Ltd,HK0000049939,0.09
2020-10-30,BOC Hong Kong Holdings Ltd,HK2388011192,0.09
2020-10-30,CITIC Ltd,HK0267001375,0.09
2020-10-30,Sun Hung Kai Properties Ltd,HK0016000132,0.09
2020-10-30,Hang Seng Bank Ltd,HK0011000095,0.09
2020-10-30,Techtronic Industries Co Ltd,HK0669013440,0.09
2020-10-30,China Resources Land Ltd,KYG2108Y1052,0.09
2020-10-30,Geely Automobile Holdings Ltd,KYG3777B1032,0.09
2020-10-30,CLP Holdings Ltd,HK0002007356,0.09
2020-10-30,MTR Corp Ltd,HK0066009694,0.09
2020-10-30,China Overseas Land & Investment Ltd,HK0688002218,0.09
2020-10-30,CK Hutchison Holdings Ltd,KYG217651051,0.09
2020-10-30,Sands China Ltd,KYG7800X1079,0.09
2020-10-30,Galaxy Entertainment Group Ltd,HK0027032686,0.09
2020-10-30,CK Infrastructure Holdings Ltd,BMG2178K1009,0.09
2020-10-30,CK Asset Holdings Ltd,KYG2177B1014,0.09
2020-10-30,Hong Kong and China Gas Co Ltd,HK0003000038,0.09
2020-10-30,Power Assets Holdings Ltd,HK0006000050,0.09
2020-10-30,Henderson Land Development Co Ltd,HK0012000102,0.09
2020-10-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.09
2020-10-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.09
2020-10-30,Link Real Estate Investment Trust,HK0823032773,0.09
2020-10-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.09
2020-10-30,WH Group Ltd,KYG960071028,0.09
2020-10-30,China Mengniu Dairy Co Ltd,KYG210961051,0.09
2020-10-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.09
2020-10-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.09
2020-10-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.09
2020-10-30,Hang Lung Properties Ltd,HK0101000591,0.09
2020-10-30,Hengan International Group Company Ltd,KYG4402L1510,0.09
2020-10-30,New World Dev,HK0000608585,0.09
2020-10-30,CountryGarden,KYG245241032,0.09
2020-10-30,AAC Tech Hldg,KYG2953R1149,0.09
2020-10-30,BOCOM,CNE100000205,0.09
2020-10-30,Swire Pacific,HK0019000162,0.09
2020-11-30,Tencent Holdings Ltd,KYG875721634,0.08
2020-11-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.08
2020-11-30,Alibaba Group Holding Ltd,KYG017191142,0.08
2020-11-30,China Mobile Ltd,HK0941009539,0.08
2020-11-30,Bank of China Ltd,CNE1000001Z5,0.08
2020-11-30,China Construction Bank Corp,CNE1000002H1,0.08
2020-11-30,HSBC Holdings PLC,GB0005405286,0.08
2020-11-30,PetroChina Co Ltd,CNE1000003W8,0.08
2020-11-30,Xiaomi Corp,KYG9830T1067,0.08
2020-11-30,China Life Insurance Co Ltd,CNE1000002L3,0.08
2020-11-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.08
2020-11-30,CNOOC Ltd,HK0883013259,0.08
2020-11-30,China Petroleum & Chemical Corp,CNE1000002Q2,0.08
2020-11-30,AIA Group Ltd,HK0000069689,0.08
2020-11-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.08
2020-11-30,China Unicom Hong Kong Ltd,HK0000049939,0.08
2020-11-30,BOC Hong Kong Holdings Ltd,HK2388011192,0.08
2020-11-30,CITIC Ltd,HK0267001375,0.08
2020-11-30,Sun Hung Kai Properties Ltd,HK0016000132,0.08
2020-11-30,Hang Seng Bank Ltd,HK0011000095,0.08
2020-11-30,Techtronic Industries Co Ltd,HK0669013440,0.08
2020-11-30,China Resources Land Ltd,KYG2108Y1052,0.08
2020-11-30,Geely Automobile Holdings Ltd,KYG3777B1032,0.08
2020-11-30,CLP Holdings Ltd,HK0002007356,0.08
2020-11-30,MTR Corp Ltd,HK0066009694,0.08
2020-11-30,China Overseas Land & Investment Ltd,HK0688002218,0.08
2020-11-30,CK Hutchison Holdings Ltd,KYG217651051,0.08
2020-11-30,Sands China Ltd,KYG7800X1079,0.08
2020-11-30,Galaxy Entertainment Group Ltd,HK0027032686,0.08
2020-11-30,CK Infrastructure Holdings Ltd,BMG2178K1009,0.08
2020-11-30,CK Asset Holdings Ltd,KYG2177B1014,0.08
2020-11-30,Hong Kong and China Gas Co Ltd,HK0003000038,0.08
2020-11-30,Power Assets Holdings Ltd,HK0006000050,0.08
2020-11-30,Henderson Land Development Co Ltd,HK0012000102,0.08
2020-11-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.08
2020-11-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.08
2020-11-30,Link Real Estate Investment Trust,HK0823032773,0.08
2020-11-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.08
2020-11-30,WH Group Ltd,KYG960071028,0.08
2020-11-30,China Mengniu Dairy Co Ltd,KYG210961051,0.08
2020-11-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.08
2020-11-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.08
2020-11-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.08
2020-11-30,Hang Lung Properties Ltd,HK0101000591,0.08
2020-11-30,Hengan International Group Company Ltd,KYG4402L1510,0.08
2020-11-30,New World Dev,HK0000608585,0.08
2020-11-30,CountryGarden,KYG245241032,0.08
2020-11-30,AAC Tech Hldg,KYG2953R1149,0.08
2020-11-30,BOCOM,CNE100000205,0.08
2020-11-30,Swire Pacific,HK0019000162,0.08
2020-12-31,Tencent Holdings Ltd,KYG875721634,0.09
2020-12-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.09
2020-12-31,Alibaba Group Holding Ltd,KYG017191142,0.09
2020-12-31,China Mobile Ltd,HK0941009539,0.09
2020-12-31,Bank of China Ltd,CNE1000001Z5,0.09
2020-12-31,China Construction Bank Corp,CNE1000002H1,0.09
2020-12-31,HSBC Holdings PLC,GB0005405286,0.09
2020-12-31,PetroChina Co Ltd,CNE1000003W8,0.09
2020-12-31,Xiaomi Corp,KYG9830T1067,0.09
2020-12-31,China Life Insurance Co Ltd,CNE1000002L3,0.09
2020-12-31,Meituan,KYG596691041,0.09
2020-12-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.09
2020-12-31,CNOOC Ltd,HK0883013259,0.09
2020-12-31,China Petroleum & Chemical Corp,CNE1000002Q2,0.09
2020-12-31,AIA Group Ltd,HK0000069689,0.09
2020-12-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.09
2020-12-31,China Unicom Hong Kong Ltd,HK0000049939,0.09
2020-12-31,BOC Hong Kong Holdings Ltd,HK2388011192,0.09
2020-12-31,CITIC Ltd,HK0267001375,0.09
2020-12-31,ANTA Sports Products Ltd,KYG040111059,0.09
2020-12-31,Sun Hung Kai Properties Ltd,HK0016000132,0.09
2020-12-31,Hang Seng Bank Ltd,HK0011000095,0.09
2020-12-31,Techtronic Industries Co Ltd,HK0669013440,0.09
2020-12-31,China Resources Land Ltd,KYG2108Y1052,0.09
2020-12-31,Geely Automobile Holdings Ltd,KYG3777B1032,0.09
2020-12-31,CLP Holdings Ltd,HK0002007356,0.09
2020-12-31,MTR Corp Ltd,HK0066009694,0.09
2020-12-31,China Overseas Land & Investment Ltd,HK0688002218,0.09
2020-12-31,CK Hutchison Holdings Ltd,KYG217651051,0.09
2020-12-31,Sands China Ltd,KYG7800X1079,0.09
2020-12-31,Galaxy Entertainment Group Ltd,HK0027032686,0.09
2020-12-31,CK Infrastructure Holdings Ltd,BMG2178K1009,0.09
2020-12-31,CK Asset Holdings Ltd,KYG2177B1014,0.09
2020-12-31,Hong Kong and China Gas Co Ltd,HK0003000038,0.09
2020-12-31,Power Assets Holdings Ltd,HK0006000050,0.09
2020-12-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.09
2020-12-31,Henderson Land Development Co Ltd,HK0012000102,0.09
2020-12-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.09
2020-12-31,WuXi Biologics (Cayman) Inc,KYG970081173,0.09
2020-12-31,Link Real Estate Investment Trust,HK0823032773,0.09
2020-12-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.09
2020-12-31,WH Group Ltd,KYG960071028,0.09
2020-12-31,China Mengniu Dairy Co Ltd,KYG210961051,0.09
2020-12-31,Sino Biopharmaceutical Ltd,KYG8167W1380,0.09
2020-12-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.09
2020-12-31,CSPC Pharmaceutical Group Ltd,HK1093012172,0.09
2020-12-31,Hang Lung Properties Ltd,HK0101000591,0.09
2020-12-31,Hengan International Group Company Ltd,KYG4402L1510,0.09
2020-12-31,New World Dev,HK0000608585,0.09
2020-12-31,CountryGarden,KYG245241032,0.09
2020-12-31,AAC Tech Hldg,KYG2953R1149,0.09
2020-12-31,BOCOM,CNE100000205,0.09
2021-01-29,Tencent Holdings Ltd,KYG875721634,0.06
2021-01-29,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.06
2021-01-29,Alibaba Group Holding Ltd,KYG017191142,0.06
2021-01-29,China Mobile Ltd,HK0941009539,0.06
2021-01-29,Bank of China Ltd,CNE1000001Z5,0.06
2021-01-29,China Construction Bank Corp,CNE1000002H1,0.06
2021-01-29,HSBC Holdings PLC,GB0005405286,0.06
2021-01-29,PetroChina Co Ltd,CNE1000003W8,0.06
2021-01-29,Xiaomi Corp,KYG9830T1067,0.06
2021-01-29,China Life Insurance Co Ltd,CNE1000002L3,0.06
2021-01-29,Meituan,KYG596691041,0.06
2021-01-29,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.06
2021-01-29,CNOOC Ltd,HK0883013259,0.06
2021-01-29,China Petroleum & Chemical Corp,CNE1000002Q2,0.06
2021-01-29,AIA Group Ltd,HK0000069689,0.06
2021-01-29,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.06
2021-01-29,China Unicom Hong Kong Ltd,HK0000049939,0.06
2021-01-29,BOC Hong Kong Holdings Ltd,HK2388011192,0.06
2021-01-29,CITIC Ltd,HK0267001375,0.06
2021-01-29,ANTA Sports Products Ltd,KYG040111059,0.06
2021-01-29,Sun Hung Kai Properties Ltd,HK0016000132,0.06
2021-01-29,Hang Seng Bank Ltd,HK0011000095,0.06
2021-01-29,Techtronic Industries Co Ltd,HK0669013440,0.06
2021-01-29,China Resources Land Ltd,KYG2108Y1052,0.06
2021-01-29,Geely Automobile Holdings Ltd,KYG3777B1032,0.06
2021-01-29,CLP Holdings Ltd,HK0002007356,0.06
2021-01-29,MTR Corp Ltd,HK0066009694,0.06
2021-01-29,China Overseas Land & Investment Ltd,HK0688002218,0.06
2021-01-29,CK Hutchison Holdings Ltd,KYG217651051,0.06
2021-01-29,Sands China Ltd,KYG7800X1079,0.06
2021-01-29,Galaxy Entertainment Group Ltd,HK0027032686,0.06
2021-01-29,CK Infrastructure Holdings Ltd,BMG2178K1009,0.06
2021-01-29,CK Asset Holdings Ltd,KYG2177B1014,0.06
2021-01-29,Hong Kong and China Gas Co Ltd,HK0003000038,0.06
2021-01-29,Power Assets Holdings Ltd,HK0006000050,0.06
2021-01-29,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.06
2021-01-29,Henderson Land Development Co Ltd,HK0012000102,0.06
2021-01-29,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.06
2021-01-29,WuXi Biologics (Cayman) Inc,KYG970081173,0.06
2021-01-29,Link Real Estate Investment Trust,HK0823032773,0.06
2021-01-29,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.06
2021-01-29,WH Group Ltd,KYG960071028,0.06
2021-01-29,China Mengniu Dairy Co Ltd,KYG210961051,0.06
2021-01-29,Sino Biopharmaceutical Ltd,KYG8167W1380,0.06
2021-01-29,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.06
2021-01-29,CSPC Pharmaceutical Group Ltd,HK1093012172,0.06
2021-01-29,Hang Lung Properties Ltd,HK0101000591,0.06
2021-01-29,Hengan International Group Company Ltd,KYG4402L1510,0.06
2021-01-29,New World Dev,HK0000608585,0.06
2021-01-29,CountryGarden,KYG245241032,0.06
2021-01-29,AAC Tech Hldg,KYG2953R1149,0.06
2021-01-29,BOCOM,CNE100000205,0.06
2021-02-26,Tencent Holdings Ltd,KYG875721634,0.04
2021-02-26,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.04
2021-02-26,Alibaba Group Holding Ltd,KYG017191142,0.04
2021-02-26,China Mobile Ltd,HK0941009539,0.04
2021-02-26,Bank of China Ltd,CNE1000001Z5,0.04
2021-02-26,China Construction Bank Corp,CNE1000002H1,0.04
2021-02-26,HSBC Holdings PLC,GB0005405286,0.04
2021-02-26,PetroChina Co Ltd,CNE1000003W8,0.04
2021-02-26,Xiaomi Corp,KYG9830T1067,0.04
2021-02-26,China Life Insurance Co Ltd,CNE1000002L3,0.04
2021-02-26,Meituan,KYG596691041,0.04
2021-02-26,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.04
2021-02-26,CNOOC Ltd,HK0883013259,0.04
2021-02-26,China Petroleum & Chemical Corp,CNE1000002Q2,0.04
2021-02-26,AIA Group Ltd,HK0000069689,0.04
2021-02-26,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.04
2021-02-26,China Unicom Hong Kong Ltd,HK0000049939,0.04
2021-02-26,BOC Hong Kong Holdings Ltd,HK2388011192,0.04
2021-02-26,CITIC Ltd,HK0267001375,0.04
2021-02-26,ANTA Sports Products Ltd,KYG040111059,0.04
2021-02-26,Sun Hung Kai Properties Ltd,HK0016000132,0.04
2021-02-26,Hang Seng Bank Ltd,HK0011000095,0.04
2021-02-26,Techtronic Industries Co Ltd,HK0669013440,0.04
2021-02-26,China Resources Land Ltd,KYG2108Y1052,0.04
2021-02-26,Geely Automobile Holdings Ltd,KYG3777B1032,0.04
2021-02-26,CLP Holdings Ltd,HK0002007356,0.04
2021-02-26,MTR Corp Ltd,HK0066009694,0.04
2021-02-26,China Overseas Land & Investment Ltd,HK0688002218,0.04
2021-02-26,CK Hutchison Holdings Ltd,KYG217651051,0.04
2021-02-26,Sands China Ltd,KYG7800X1079,0.04
2021-02-26,Galaxy Entertainment Group Ltd,HK0027032686,0.04
2021-02-26,CK Infrastructure Holdings Ltd,BMG2178K1009,0.04
2021-02-26,CK Asset Holdings Ltd,KYG2177B1014,0.04
2021-02-26,Hong Kong and China Gas Co Ltd,HK0003000038,0.04
2021-02-26,Power Assets Holdings Ltd,HK0006000050,0.04
2021-02-26,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.04
2021-02-26,Henderson Land Development Co Ltd,HK0012000102,0.04
2021-02-26,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.04
2021-02-26,WuXi Biologics (Cayman) Inc,KYG970081173,0.04
2021-02-26,Link Real Estate Investment Trust,HK0823032773,0.04
2021-02-26,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.04
2021-02-26,WH Group Ltd,KYG960071028,0.04
2021-02-26,China Mengniu Dairy Co Ltd,KYG210961051,0.04
2021-02-26,Sino Biopharmaceutical Ltd,KYG8167W1380,0.04
2021-02-26,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.04
2021-02-26,CSPC Pharmaceutical Group Ltd,HK1093012172,0.04
2021-02-26,Hang Lung Properties Ltd,HK0101000591,0.04
2021-02-26,Hengan International Group Company Ltd,KYG4402L1510,0.04
2021-02-26,New World Dev,HK0000608585,0.04
2021-02-26,CountryGarden,KYG245241032,0.04
2021-02-26,AAC Tech Hldg,KYG2953R1149,0.04
2021-02-26,BOCOM,CNE100000205,0.04
2021-03-31,Tencent Holdings Ltd,KYG875721634,0.03
2021-03-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.03
2021-03-31,Alibaba Group Holding Ltd,KYG017191142,0.03
2021-03-31,China Mobile Ltd,HK0941009539,0.03
2021-03-31,Bank of China Ltd,CNE1000001Z5,0.03
2021-03-31,China Construction Bank Corp,CNE1000002H1,0.03
2021-03-31,HSBC Holdings PLC,GB0005405286,0.03
2021-03-31,PetroChina Co Ltd,CNE1000003W8,0.03
2021-03-31,Xiaomi Corp,KYG9830T1067,0.03
2021-03-31,China Life Insurance Co Ltd,CNE1000002L3,0.03
2021-03-31,Meituan,KYG596691041,0.03
2021-03-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.03
2021-03-31,CNOOC Ltd,HK0883013259,0.03
2021-03-31,China Petroleum & Chemical Corp,CNE1000002Q2,0.03
2021-03-31,AIA Group Ltd,HK0000069689,0.03
2021-03-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.03
2021-03-31,China Unicom Hong Kong Ltd,HK0000049939,0.03
2021-03-31,BOC Hong Kong Holdings Ltd,HK2388011192,0.03
2021-03-31,CITIC Ltd,HK0267001375,0.03
2021-03-31,ANTA Sports Products Ltd,KYG040111059,0.03
2021-03-31,Sun Hung Kai Properties Ltd,HK0016000132,0.03
2021-03-31,Hang Seng Bank Ltd,HK0011000095,0.03
2021-03-31,Techtronic Industries Co Ltd,HK0669013440,0.03
2021-03-31,China Resources Land Ltd,KYG2108Y1052,0.03
2021-03-31,Geely Automobile Holdings Ltd,KYG3777B1032,0.03
2021-03-31,CLP Holdings Ltd,HK0002007356,0.03
2021-03-31,MTR Corp Ltd,HK0066009694,0.03
2021-03-31,China Overseas Land & Investment Ltd,HK0688002218,0.03
2021-03-31,CK Hutchison Holdings Ltd,KYG217651051,0.03
2021-03-31,Sands China Ltd,KYG7800X1079,0.03
2021-03-31,Galaxy Entertainment Group Ltd,HK0027032686,0.03
2021-03-31,CK Infrastructure Holdings Ltd,BMG2178K1009,0.03
2021-03-31,CK Asset Holdings Ltd,KYG2177B1014,0.03
2021-03-31,Hong Kong and China Gas Co Ltd,HK0003000038,0.03
2021-03-31,Power Assets Holdings Ltd,HK0006000050,0.03
2021-03-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.03
2021-03-31,Henderson Land Development Co Ltd,HK0012000102,0.03
2021-03-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.03
2021-03-31,WuXi Biologics (Cayman) Inc,KYG970081173,0.03
2021-03-31,Alibaba Health Information Technology Ltd,BMG0171K1018,0.03
2021-03-31,Link Real Estate Investment Trust,HK0823032773,0.03
2021-03-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.03
2021-03-31,Haidilao International Holding Ltd,KYG4290A1013,0.03
2021-03-31,WH Group Ltd,KYG960071028,0.03
2021-03-31,Longfor Group Holdings Ltd,KYG5635P1090,0.03
2021-03-31,China Mengniu Dairy Co Ltd,KYG210961051,0.03
2021-03-31,Sino Biopharmaceutical Ltd,KYG8167W1380,0.03
2021-03-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.03
2021-03-31,CSPC Pharmaceutical Group Ltd,HK1093012172,0.03
2021-03-31,Hang Lung Properties Ltd,HK0101000591,0.03
2021-03-31,Hengan International Group Company Ltd,KYG4402L1510,0.03
2021-03-31,New World Dev,HK0000608585,0.03
2021-03-31,CountryGarden,KYG245241032,0.03
2021-03-31,AAC Tech Hldg,KYG2953R1149,0.03
2021-03-31,BOCOM,CNE100000205,0.03
2021-04-30,Tencent Holdings Ltd,KYG875721634,0.01
2021-04-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.01
2021-04-30,Alibaba Group Holding Ltd,KYG017191142,0.01
2021-04-30,China Mobile Ltd,HK0941009539,0.01
2021-04-30,Bank of China Ltd,CNE1000001Z5,0.01
2021-04-30,China Construction Bank Corp,CNE1000002H1,0.01
2021-04-30,HSBC Holdings PLC,GB0005405286,0.01
2021-04-30,PetroChina Co Ltd,CNE1000003W8,0.01
2021-04-30,Xiaomi Corp,KYG9830T1067,0.01
2021-04-30,China Life Insurance Co Ltd,CNE1000002L3,0.01
2021-04-30,Meituan,KYG596691041,0.01
2021-04-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.01
2021-04-30,CNOOC Ltd,HK0883013259,0.01
2021-04-30,China Petroleum & Chemical Corp,CNE1000002Q2,0.01
2021-04-30,AIA Group Ltd,HK0000069689,0.01
2021-04-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.01
2021-04-30,China Unicom Hong Kong Ltd,HK0000049939,0.01
2021-04-30,BOC Hong Kong Holdings Ltd,HK2388011192,0.01
2021-04-30,CITIC Ltd,HK0267001375,0.01
2021-04-30,ANTA Sports Products Ltd,KYG040111059,0.01
2021-04-30,Sun Hung Kai Properties Ltd,HK0016000132,0.01
2021-04-30,Hang Seng Bank Ltd,HK0011000095,0.01
2021-04-30,Techtronic Industries Co Ltd,HK0669013440,0.01
2021-04-30,China Resources Land Ltd,KYG2108Y1052,0.01
2021-04-30,Geely Automobile Holdings Ltd,KYG3777B1032,0.01
2021-04-30,CLP Holdings Ltd,HK0002007356,0.01
2021-04-30,MTR Corp Ltd,HK0066009694,0.01
2021-04-30,China Overseas Land & Investment Ltd,HK0688002218,0.01
2021-04-30,CK Hutchison Holdings Ltd,KYG217651051,0.01
2021-04-30,Sands China Ltd,KYG7800X1079,0.01
2021-04-30,Galaxy Entertainment Group Ltd,HK0027032686,0.01
2021-04-30,CK Infrastructure Holdings Ltd,BMG2178K1009,0.01
2021-04-30,CK Asset Holdings Ltd,KYG2177B1014,0.01
2021-04-30,Hong Kong and China Gas Co Ltd,HK0003000038,0.01
2021-04-30,Power Assets Holdings Ltd,HK0006000050,0.01
2021-04-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.01
2021-04-30,Henderson Land Development Co Ltd,HK0012000102,0.01
2021-04-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.01
2021-04-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.01
2021-04-30,Alibaba Health Information Technology Ltd,BMG0171K1018,0.01
2021-04-30,Link Real Estate Investment Trust,HK0823032773,0.01
2021-04-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.01
2021-04-30,Haidilao International Holding Ltd,KYG4290A1013,0.01
2021-04-30,WH Group Ltd,KYG960071028,0.01
2021-04-30,Longfor Group Holdings Ltd,KYG5635P1090,0.01
2021-04-30,China Mengniu Dairy Co Ltd,KYG210961051,0.01
2021-04-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.01
2021-04-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.01
2021-04-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.01
2021-04-30,Hang Lung Properties Ltd,HK0101000591,0.01
2021-04-30,Hengan International Group Company Ltd,KYG4402L1510,0.01
2021-04-30,New World Dev,HK0000608585,0.01
2021-04-30,CountryGarden,KYG245241032,0.01
2021-04-30,AAC Tech Hldg,KYG2953R1149,0.01
2021-04-30,BOCOM,CNE100000205,0.01
2021-05-28,Tencent Holdings Ltd,KYG875721634,0.01
2021-05-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.01
2021-05-28,Alibaba Group Holding Ltd,KYG017191142,0.01
2021-05-28,China Mobile Ltd,HK0941009539,0.01
2021-05-28,Bank of China Ltd,CNE1000001Z5,0.01
2021-05-28,China Construction Bank Corp,CNE1000002H1,0.01
2021-05-28,HSBC Holdings PLC,GB0005405286,0.01
2021-05-28,PetroChina Co Ltd,CNE1000003W8,0.01
2021-05-28,Xiaomi Corp,KYG9830T1067,0.01
2021-05-28,China Life Insurance Co Ltd,CNE1000002L3,0.01
2021-05-28,Meituan,KYG596691041,0.01
2021-05-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.01
2021-05-28,CNOOC Ltd,HK0883013259,0.01
2021-05-28,China Petroleum & Chemical Corp,CNE1000002Q2,0.01
2021-05-28,AIA Group Ltd,HK0000069689,0.01
2021-05-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.01
2021-05-28,China Unicom Hong Kong Ltd,HK0000049939,0.01
2021-05-28,BOC Hong Kong Holdings Ltd,HK2388011192,0.01
2021-05-28,CITIC Ltd,HK0267001375,0.01
2021-05-28,ANTA Sports Products Ltd,KYG040111059,0.01
2021-05-28,Sun Hung Kai Properties Ltd,HK0016000132,0.01
2021-05-28,Hang Seng Bank Ltd,HK0011000095,0.01
